rank,word,abs_freq,norm_freq
50598,adalbero,109,0.71
50599,adaptador ,109,0.71
50600,aderezar,109,0.71
50601,advertida,109,0.71
50602,afina,109,0.71
50603,afinador,109,0.71
50604,afrontará,109,0.71
50605,agobian ,109,0.71
50606,ahorcados ,109,0.71
50607,albanesa ,109,0.71
50608,alejé,109,0.71
50609,alfonsina,109,0.71
50610,alia,109,0.71
50611,alquilan,109,0.71
50612,altoparlantes,109,0.71
50613,aludimos ,109,0.71
50614,amateurs ,109,0.71
50615,analicen,109,0.71
50616,anginas ,109,0.71
50617,antelco,109,0.71
50618,anticoncepción ,109,0.71
50619,antiso,109,0.71
50620,anunciador ,109,0.71
50621,aplicara,109,0.71
50622,aprendes ,109,0.71
50623,apresuramiento ,109,0.71
50624,apretaban ,109,0.71
50625,aproxime ,109,0.71
50626,aranzadi,109,0.71
50627,argollas,109,0.71
50628,arreglamos ,109,0.71
50629,asimilando,109,0.71
50630,asociativas,109,0.71
50631,atentas,109,0.71
50632,atravesados ,109,0.71
50633,ayudarían,109,0.71
50634,bb,109,0.71
50635,bobinas ,109,0.71
50636,bolillos,109,0.71
50637,bolivarianos,109,0.71
50638,boscosa ,109,0.71
50639,brunelli,109,0.71
50640,buenamente  ,109,0.71
50641,callé,109,0.71
50642,capitalinas,109,0.71
50643,captaba ,109,0.71
50644,carabela,109,0.71
50645,carnosas ,109,0.71
50646,carpetazo ,109,0.71
50647,cementera ,109,0.71
50648,cetáceos ,109,0.71
50649,chiva,109,0.71
50650,chóferes,109,0.71
50651,circenses,109,0.71
50652,citroen,109,0.71
50653,clarividente,109,0.71
50654,claudicar,109,0.71
50655,cogían,109,0.71
50656,compararlo ,109,0.71
50657,comportar ,109,0.71
50658,cóncava ,109,0.71
50659,conmovieron ,109,0.71
50660,consagrarse ,109,0.71
50661,consideras ,109,0.71
50662,consolarme ,109,0.71
50663,consolidaron,109,0.71
50664,contusión,109,0.71
50665,cornetas,109,0.71
50666,coronarios,109,0.71
50667,cortisol,109,0.71
50668,croissier,109,0.71
50669,cuan ,109,0.71
50670,ddi,109,0.71
50671,deformadas ,109,0.71
50672,demi ,109,0.71
50673,demostradas  ,109,0.71
50674,desconsoladamente  ,109,0.71
50675,desfiló,109,0.71
50676,desmayarse  ,109,0.71
50677,desnutridos,109,0.71
50678,destinarse,109,0.71
50679,desviaron,109,0.71
50680,deum ,109,0.71
50681,diezmos ,109,0.71
50682,dixit,109,0.71
50683,docto,109,0.71
50684,doohan ,109,0.71
50685,efectista,109,0.71
50686,éfeso,109,0.71
50687,embebido ,109,0.71
50688,enganchar ,109,0.71
50689,ensalmo ,109,0.71
50690,entrecruzamiento ,109,0.71
50691,entrenada ,109,0.71
50692,entristecido,109,0.71
50693,envión,109,0.71
50694,envolturas,109,0.71
50695,épicos,109,0.71
50696,erizada,109,0.71
50697,escurridas,109,0.71
50698,esgrimidos ,109,0.71
50699,esmerado  ,109,0.71
50700,especificadas,109,0.71
50701,esperándola ,109,0.71
50702,esquilo,109,0.71
50703,esquivó,109,0.71
50704,esso ,109,0.71
50705,estoica,109,0.71
50706,estoicamente ,109,0.71
50707,estradiol,109,0.71
50708,estrangulado,109,0.71
50709,estremecerse ,109,0.71
50710,eurocámara ,109,0.71
50711,excedía ,109,0.71
50712,excelentemente ,109,0.71
50713,exhibirán,109,0.71
50714,exigirles,109,0.71
50715,exógena ,109,0.71
50716,explotador,109,0.71
50717,extraerse,109,0.71
50718,fabiano,109,0.71
50719,falacias,109,0.71
50720,fantoche,109,0.71
50721,farfán,109,0.71
50722,feb,109,0.71
50723,fecundos ,109,0.71
50724,filmados,109,0.71
50725,financiamientos,109,0.71
50726,flotats,109,0.71
50727,fornicar,109,0.71
50728,forraje,109,0.71
50729,garantizadas,109,0.71
50730,gn,109,0.71
50731,goebbels ,109,0.71
50732,gorazde ,109,0.71
50733,granadinos ,109,0.71
50734,grilletes,109,0.71
50735,guayasamín  ,109,0.71
50736,habichuelas ,109,0.71
50737,habitó,109,0.71
50738,hahn ,109,0.71
50739,hinojos,109,0.71
50740,hiper,109,0.71
50741,his,109,0.71
50742,igualados,109,0.71
50743,ilusionados,109,0.71
50744,impresores ,109,0.71
50745,incandescentes ,109,0.71
50746,inefables,109,0.71
50747,inexpresivo,109,0.71
50748,influidas,109,0.71
50749,inmundicias ,109,0.71
50750,instalamos ,109,0.71
50751,insulsa,109,0.71
50752,interioridades,109,0.71
50753,invadidas,109,0.71
50754,involuntarias,109,0.71
50755,irala,109,0.71
50756,iribarren,109,0.71
50757,isr,109,0.71
50758,jihad,109,0.71
50759,jj,109,0.71
50760,joaquina,109,0.71
50761,jubilosa,109,0.71
50762,katz,109,0.71
50763,lacrimógenas ,109,0.71
50764,leñosas ,109,0.71
50765,licenciaturas,109,0.71
50766,lisiados,109,0.71
50767,llamarnos,109,0.71
50768,llevaste,109,0.71
50769,loas,109,0.71
50770,magnanimidad  ,109,0.71
50771,malolientes,109,0.71
50772,mansalva ,109,0.71
50773,mejoraría,109,0.71
50774,melodramas  ,109,0.71
50775,menesterosos  ,109,0.71
50776,modelización ,109,0.71
50777,molestara ,109,0.71
50778,mollejas,109,0.71
50779,navia,109,0.71
50780,nel,109,0.71
50781,nobiliarios,109,0.71
50782,numerarios ,109,0.71
50783,obligarla,109,0.71
50784,ofertan,109,0.71
50785,oprimir,109,0.71
50786,ossorio,109,0.71
50787,otelo,109,0.71
50788,otorgarán,109,0.71
50789,paganismo  ,109,0.71
50790,paladares,109,0.71
50791,pasacalles,109,0.71
50792,pasarlas,109,0.71
50793,patéticas,109,0.71
50794,patrice,109,0.71
50795,pautado ,109,0.71
50796,pavimentos ,109,0.71
50797,pélvico,109,0.71
50798,pendían ,109,0.71
50799,pensantes ,109,0.71
50800,perdonaría,109,0.71
50801,perfeccionismo ,109,0.71
50802,perfeccionó,109,0.71
50803,perfumados ,109,0.71
50804,perseguidas ,109,0.71
50805,persiga,109,0.71
50806,pipe,109,0.71
50807,poéticamente ,109,0.71
50808,pórticos,109,0.71
50809,poseyó ,109,0.71
50810,posturales,109,0.71
50811,poyo ,109,0.71
50812,producimos ,109,0.71
50813,provocativo,109,0.71
50814,pudre,109,0.71
50815,quedasen ,109,0.71
50816,race,109,0.71
50817,radiológico,109,0.71
50818,rainiero,109,0.71
50819,recomendaban  ,109,0.71
50820,regidas,109,0.71
50821,regodeo ,109,0.71
50822,regueiro,109,0.71
50823,rejoneador,109,0.71
50824,rellenando,109,0.71
50825,remón ,109,0.71
50826,repentinas,109,0.71
50827,reproduzca ,109,0.71
50828,revocatoria,109,0.71
50829,rondó,109,0.71
50830,rubial,109,0.71
50831,sabas ,109,0.71
50832,salteadas,109,0.71
50833,satén,109,0.71
50834,semicircular,109,0.71
50835,señalemos  ,109,0.71
50836,sentimentalmente ,109,0.71
50837,simulada ,109,0.71
50838,simuladores ,109,0.71
50839,sistémicas ,109,0.71
50840,solicitara,109,0.71
50841,solsona ,109,0.71
50842,sortijas,109,0.71
50843,sostenes ,109,0.71
50844,stauffenberg,109,0.71
50845,subalternas,109,0.71
50846,sucintamente ,109,0.71
50847,suculentos ,109,0.71
50848,suspensivos ,109,0.71
50849,tacubaya ,109,0.71
50850,tejo,109,0.71
50851,terracota,109,0.71
50852,tibet,109,0.71
50853,tiesos,109,0.71
50854,toussaints,109,0.71
50855,tranquilizante,109,0.71
50856,transitaba,109,0.71
50857,transportadores,109,0.71
50858,ullate,109,0.71
50859,usaría,109,0.71
50860,vascuence ,109,0.71
50861,vidriada,109,0.71
50862,vislumbrado,109,0.71
50863,walters,109,0.71
50864,xxxiii,109,0.71
50865,zanjó,109,0.71
50866,zozobras ,109,0.71
50867,abordaba ,108,0.7
50868,abreviado,108,0.7
50869,acaecida ,108,0.7
50870,acometido ,108,0.7
50871,acostarte,108,0.7
50872,actuantes ,108,0.7
50873,acusadora ,108,0.7
50874,agrede ,108,0.7
50875,ajada,108,0.7
50876,alpha,108,0.7
50877,ambato ,108,0.7
50878,anacleto,108,0.7
50879,apresuradas ,108,0.7
50880,aragon ,108,0.7
50881,arbitrios,108,0.7
50882,arcén,108,0.7
50883,arcillosos,108,0.7
50884,arp,108,0.7
50885,arrimar,108,0.7
50886,asombrarse ,108,0.7
50887,astrofísico,108,0.7
50888,ataron,108,0.7
50889,atlánticos,108,0.7
50890,atraque,108,0.7
50891,atronador,108,0.7
50892,audífonos,108,0.7
50893,autobiográficos,108,0.7
50894,axel,108,0.7
50895,bajaran,108,0.7
50896,barajando,108,0.7
50897,baratijas,108,0.7
50898,barbudos ,108,0.7
50899,barricas,108,0.7
50900,bartlett,108,0.7
50901,bávaro,108,0.7
50902,béjart,108,0.7
50903,blanqueada ,108,0.7
50904,bocca ,108,0.7
50905,bodart,108,0.7
50906,boix,108,0.7
50907,borrados,108,0.7
50908,brejnev,108,0.7
50909,bungalow ,108,0.7
50910,busques ,108,0.7
50911,camarasa  ,108,0.7
50912,canalizan,108,0.7
50913,caralt,108,0.7
50914,carburo,108,0.7
50915,cartillas,108,0.7
50916,casanovas ,108,0.7
50917,catalogadas ,108,0.7
50918,caudillismo,108,0.7
50919,cesantías,108,0.7
50920,chalatenango ,108,0.7
50921,chechena ,108,0.7
50922,clavellina,108,0.7
50923,climent,108,0.7
50924,cndh ,108,0.7
50925,cogemos  ,108,0.7
50926,colaborará,108,0.7
50927,colibrí,108,0.7
50928,comentábamos   ,108,0.7
50929,compartirán,108,0.7
50930,complacidos ,108,0.7
50931,conan ,108,0.7
50932,concert,108,0.7
50933,condenable ,108,0.7
50934,confidencialmente,108,0.7
50935,confirió,108,0.7
50936,consumarse  ,108,0.7
50937,contenciosos ,108,0.7
50938,contrariedades,108,0.7
50939,copió,108,0.7
50940,courbet,108,0.7
50941,cretácico,108,0.7
50942,cultivador,108,0.7
50943,dead ,108,0.7
50944,debiéndose ,108,0.7
50945,decidme ,108,0.7
50946,defendiera,108,0.7
50947,deglané ,108,0.7
50948,desalmado  ,108,0.7
50949,desfiladeros,108,0.7
50950,desgrasado ,108,0.7
50951,desmembramiento   ,108,0.7
50952,desorbitada,108,0.7
50953,desprevenidos ,108,0.7
50954,detente,108,0.7
50955,devuelvo,108,0.7
50956,dictaminado ,108,0.7
50957,disneylandia,108,0.7
50958,distendida,108,0.7
50959,donostiarras,108,0.7
50960,drosophila,108,0.7
50961,dry,108,0.7
50962,eczema  ,108,0.7
50963,electromagnetismo ,108,0.7
50964,eliminen,108,0.7
50965,embellecimiento ,108,0.7
50966,embozo  ,108,0.7
50967,empire ,108,0.7
50968,enajenada ,108,0.7
50969,enarbola,108,0.7
50970,encuadran ,108,0.7
50971,endebles ,108,0.7
50972,enfadó,108,0.7
50973,enferman ,108,0.7
50974,enredan ,108,0.7
50975,ensangrentadas ,108,0.7
50976,entuerto,108,0.7
50977,enviarla,108,0.7
50978,ericsson,108,0.7
50979,erró,108,0.7
50980,esnaola ,108,0.7
50981,éso ,108,0.7
50982,espesar ,108,0.7
50983,espolón ,108,0.7
50984,espolvoreamos ,108,0.7
50985,estallaban,108,0.7
50986,esterilizar,108,0.7
50987,estremecer ,108,0.7
50988,estropea,108,0.7
50989,eucarístico,108,0.7
50990,evade ,108,0.7
50991,expenden ,108,0.7
50992,fabriles,108,0.7
50993,fandanga ,108,0.7
50994,feijoo,108,0.7
50995,figueredo,108,0.7
50996,fijara,108,0.7
50997,filosofal,108,0.7
50998,forajidos,108,0.7
50999,frustra,108,0.7
51000,futbolísticas,108,0.7
51001,gananciales ,108,0.7
51002,garage ,108,0.7
51003,garantizarse,108,0.7
51004,ginecólogos ,108,0.7
51005,grandiosas ,108,0.7
51006,guano ,108,0.7
51007,güera,108,0.7
51008,günther,108,0.7
51009,habitaron,108,0.7
51010,herméticos ,108,0.7
51011,hiperglucemia,108,0.7
51012,hodgkin ,108,0.7
51013,horticultura,108,0.7
51014,huamán  ,108,0.7
51015,impenetrables ,108,0.7
51016,implorando ,108,0.7
51017,inaugurarse,108,0.7
51018,incendiada,108,0.7
51019,incisiva,108,0.7
51020,incurriendo,108,0.7
51021,indulgencias,108,0.7
51022,infamias,108,0.7
51023,inflamada,108,0.7
51024,ingestas,108,0.7
51025,inhabilitado,108,0.7
51026,inmaduros ,108,0.7
51027,inmunoglobulinas ,108,0.7
51028,inopinadamente ,108,0.7
51029,inspiraban,108,0.7
51030,interceptaron,108,0.7
51031,interesantísimo,108,0.7
51032,intuyen,108,0.7
51033,irrepetibles,108,0.7
51034,izaskun ,108,0.7
51035,jaló,108,0.7
51036,juramentos ,108,0.7
51037,ladillo,108,0.7
51038,librarme,108,0.7
51039,limited,108,0.7
51040,lociones,108,0.7
51041,lv,108,0.7
51042,malherido,108,0.7
51043,maniático,108,0.7
51044,manufacturero ,108,0.7
51045,marcus ,108,0.7
51046,marine ,108,0.7
51047,medrar ,108,0.7
51048,merecimientos ,108,0.7
51049,merengues  ,108,0.7
51050,meseros ,108,0.7
51051,microgramos  ,108,0.7
51052,milagrosos ,108,0.7
51053,milésima ,108,0.7
51054,militaba,108,0.7
51055,mobile,108,0.7
51056,módico ,108,0.7
51057,montseny  ,108,0.7
51058,moré ,108,0.7
51059,mostrarlo,108,0.7
51060,muchachitos ,108,0.7
51061,mururoa ,108,0.7
51062,naomi ,108,0.7
51063,náuticas,108,0.7
51064,nilsson,108,0.7
51065,nogueira,108,0.7
51066,nooo ,108,0.7
51067,numeradas  ,108,0.7
51068,observarlos,108,0.7
51069,olimpismo ,108,0.7
51070,omán ,108,0.7
51071,ondulantes ,108,0.7
51072,oyeran ,108,0.7
51073,pag ,108,0.7
51074,pañuelito,108,0.7
51075,partirán,108,0.7
51076,pasma  ,108,0.7
51077,peritaje,108,0.7
51078,permití,108,0.7
51079,perturbados,108,0.7
51080,pgp ,108,0.7
51081,picando ,108,0.7
51082,picotazos,108,0.7
51083,pingües ,108,0.7
51084,pingüinos,108,0.7
51085,pirala,108,0.7
51086,plenarias,108,0.7
51087,politizado,108,0.7
51088,potenciada ,108,0.7
51089,precedidas ,108,0.7
51090,prefabricadas,108,0.7
51091,presintiendo,108,0.7
51092,pretextando,108,0.7
51093,primerísimo,108,0.7
51094,profanas,108,0.7
51095,prolífica,108,0.7
51096,propiciará,108,0.7
51097,propulsores,108,0.7
51098,proyectarán,108,0.7
51099,puche ,108,0.7
51100,puñeta ,108,0.7
51101,puñetas ,108,0.7
51102,radicular,108,0.7
51103,reafirmado,108,0.7
51104,reanimar,108,0.7
51105,reanudado ,108,0.7
51106,reaparecía,108,0.7
51107,recobrando ,108,0.7
51108,reconforta,108,0.7
51109,represor,108,0.7
51110,reprimiendo,108,0.7
51111,republicanismo ,108,0.7
51112,resquemor ,108,0.7
51113,retiraran,108,0.7
51114,retirarla,108,0.7
51115,revalorizar,108,0.7
51116,ri,108,0.7
51117,rigideces,108,0.7
51118,rotativa,108,0.7
51119,sajarov,108,0.7
51120,schaulsohn ,108,0.7
51121,schwarzenegger  ,108,0.7
51122,sedoso ,108,0.7
51123,sestao ,108,0.7
51124,sintomáticos,108,0.7
51125,somocismo  ,108,0.7
51126,suministradas ,108,0.7
51127,superchería,108,0.7
51128,susurrante,108,0.7
51129,tas,108,0.7
51130,telde,108,0.7
51131,tentó,108,0.7
51132,termal,108,0.7
51133,torpedo,108,0.7
51134,totalizadora,108,0.7
51135,traduciría,108,0.7
51136,transformen,108,0.7
51137,transplantes,108,0.7
51138,trigésimo,108,0.7
51139,tropiezan,108,0.7
51140,tuluá,108,0.7
51141,tvm,108,0.7
51142,vascongadas  ,108,0.7
51143,vengativa,108,0.7
51144,vilma,108,0.7
51145,vinculaba,108,0.7
51146,vistosidad,108,0.7
51147,wyoming  ,108,0.7
51148,yitzhak,108,0.7
51149,abandonase  ,107,0.7
51150,ablanda ,107,0.7
51151,abogar ,107,0.7
51152,abras,107,0.7
51153,acompañamos   ,107,0.7
51154,acordarás ,107,0.7
51155,activados,107,0.7
51156,acústicos,107,0.7
51157,adaptable,107,0.7
51158,adeudo ,107,0.7
51159,ágape ,107,0.7
51160,agradablemente ,107,0.7
51161,aizpuru,107,0.7
51162,albergó,107,0.7
51163,alejara,107,0.7
51164,almansa ,107,0.7
51165,alpinista,107,0.7
51166,amigotes ,107,0.7
51167,amoral ,107,0.7
51168,amparadas  ,107,0.7
51169,anacaona ,107,0.7
51170,antagónica ,107,0.7
51171,antiquísimo,107,0.7
51172,apagaban ,107,0.7
51173,aplicándose ,107,0.7
51174,aravaca,107,0.7
51175,arredondo ,107,0.7
51176,arribará,107,0.7
51177,asfaltado,107,0.7
51178,asumían ,107,0.7
51179,atrincherado,107,0.7
51180,autorrealización,107,0.7
51181,avalados,107,0.7
51182,bailo,107,0.7
51183,banderilleros,107,0.7
51184,barbecho ,107,0.7
51185,báscula ,107,0.7
51186,basurto,107,0.7
51187,beau ,107,0.7
51188,betanzos ,107,0.7
51189,bovary,107,0.7
51190,bufo,107,0.7
51191,bullía,107,0.7
51192,cabezazos  ,107,0.7
51193,cabezota ,107,0.7
51194,cachetes ,107,0.7
51195,calahorra,107,0.7
51196,cálmese ,107,0.7
51197,capitel,107,0.7
51198,captaron,107,0.7
51199,carajos,107,0.7
51200,cáustica,107,0.7
51201,cello,107,0.7
51202,cerrándose ,107,0.7
51203,chabola ,107,0.7
51204,chalco,107,0.7
51205,champollion ,107,0.7
51206,chavo ,107,0.7
51207,cincuentón ,107,0.7
51208,clamorosa ,107,0.7
51209,clavijas,107,0.7
51210,cocineras,107,0.7
51211,cofia,107,0.7
51212,conservacionista,107,0.7
51213,contagios,107,0.7
51214,contertulio,107,0.7
51215,continuase ,107,0.7
51216,copitas,107,0.7
51217,corfú,107,0.7
51218,corredera,107,0.7
51219,corredora,107,0.7
51220,cortándole,107,0.7
51221,cotarro,107,0.7
51222,couto,107,0.7
51223,deal,107,0.7
51224,deduzco ,107,0.7
51225,delataban,107,0.7
51226,demostrarme  ,107,0.7
51227,denario,107,0.7
51228,dentadas ,107,0.7
51229,desafiado,107,0.7
51230,desalentador,107,0.7
51231,desalentar,107,0.7
51232,desencantado  ,107,0.7
51233,desenfadada ,107,0.7
51234,desiderio,107,0.7
51235,designadas ,107,0.7
51236,desleales,107,0.7
51237,deteriorarse,107,0.7
51238,devienen,107,0.7
51239,divertirme,107,0.7
51240,donada ,107,0.7
51241,doyle,107,0.7
51242,eamon  ,107,0.7
51243,electro,107,0.7
51244,encaramarse  ,107,0.7
51245,enciendo ,107,0.7
51246,encomendados   ,107,0.7
51247,encuadernado  ,107,0.7
51248,enojoso ,107,0.7
51249,entonaba ,107,0.7
51250,epistemológicos ,107,0.7
51251,epiteliales,107,0.7
51252,esbeltas,107,0.7
51253,esbozada ,107,0.7
51254,escandalizada ,107,0.7
51255,escápula ,107,0.7
51256,escorrentía,107,0.7
51257,escuetas ,107,0.7
51258,especulaba ,107,0.7
51259,espumosos  ,107,0.7
51260,evidenciaron,107,0.7
51261,exageraba ,107,0.7
51262,exportable,107,0.7
51263,falopio,107,0.7
51264,fiambres,107,0.7
51265,figurativas,107,0.7
51266,fo,107,0.7
51267,fosforescente,107,0.7
51268,fragmentados ,107,0.7
51269,franqui,107,0.7
51270,freitas,107,0.7
51271,frisos,107,0.7
51272,gasca ,107,0.7
51273,generalista,107,0.7
51274,german ,107,0.7
51275,gershwin ,107,0.7
51276,gocen ,107,0.7
51277,golfistas,107,0.7
51278,grafismo,107,0.7
51279,heber,107,0.7
51280,hígados ,107,0.7
51281,holdein,107,0.7
51282,hosca ,107,0.7
51283,hurdes ,107,0.7
51284,ilegítimos,107,0.7
51285,ilíaca,107,0.7
51286,imelda,107,0.7
51287,impares ,107,0.7
51288,imperfectos,107,0.7
51289,incalificable,107,0.7
51290,incline,107,0.7
51291,incomprensiones ,107,0.7
51292,inconstitucionales,107,0.7
51293,indiscreto,107,0.7
51294,ineptos,107,0.7
51295,inmunda ,107,0.7
51296,insultan,107,0.7
51297,intensificando,107,0.7
51298,interactivas,107,0.7
51299,interrogaba,107,0.7
51300,introductorio,107,0.7
51301,irónicos,107,0.7
51302,items,107,0.7
51303,joyeros,107,0.7
51304,kb,107,0.7
51305,laberíntico,107,0.7
51306,lamarck ,107,0.7
51307,lastimosamente ,107,0.7
51308,lavo,107,0.7
51309,lechoso ,107,0.7
51310,legi,107,0.7
51311,libertarios,107,0.7
51312,llaneros,107,0.7
51313,llévate,107,0.7
51314,llevemos,107,0.7
51315,lustrosa,107,0.7
51316,macuto ,107,0.7
51317,magisterial,107,0.7
51318,magnolia ,107,0.7
51319,mamarracho  ,107,0.7
51320,manases  ,107,0.7
51321,manny  ,107,0.7
51322,matará ,107,0.7
51323,mataste ,107,0.7
51324,mencía ,107,0.7
51325,mendo  ,107,0.7
51326,mercedario ,107,0.7
51327,mesiánico ,107,0.7
51328,midieron,107,0.7
51329,mijita,107,0.7
51330,milésimas ,107,0.7
51331,molestando ,107,0.7
51332,montalo ,107,0.7
51333,montará ,107,0.7
51334,mórbido ,107,0.7
51335,mucama  ,107,0.7
51336,multicultural,107,0.7
51337,mundialistas,107,0.7
51338,nidia,107,0.7
51339,nitrogenadas,107,0.7
51340,nívea,107,0.7
51341,nocaut ,107,0.7
51342,nucleótido,107,0.7
51343,ocurrente,107,0.7
51344,oliveros,107,0.7
51345,operen ,107,0.7
51346,othón,107,0.7
51347,oyarbide,107,0.7
51348,pacificador,107,0.7
51349,papales ,107,0.7
51350,paté,107,0.7
51351,patino,107,0.7
51352,patrocinados,107,0.7
51353,peck ,107,0.7
51354,penden ,107,0.7
51355,perfilarse,107,0.7
51356,perfusión,107,0.7
51357,pié,107,0.7
51358,plebeyo ,107,0.7
51359,poliuretano,107,0.7
51360,portapapeles,107,0.7
51361,primakov ,107,0.7
51362,privadamente ,107,0.7
51363,probeta,107,0.7
51364,procederán ,107,0.7
51365,progres,107,0.7
51366,prórrogas,107,0.7
51367,prusiana,107,0.7
51368,pueyrredón ,107,0.7
51369,pulidos,107,0.7
51370,puntitos,107,0.7
51371,quemante  ,107,0.7
51372,quemen  ,107,0.7
51373,quimérico,107,0.7
51374,ralo,107,0.7
51375,rampante ,107,0.7
51376,rasgó,107,0.7
51377,rea,107,0.7
51378,recias,107,0.7
51379,reformular,107,0.7
51380,regoyos ,107,0.7
51381,reiterativo,107,0.7
51382,reordenar,107,0.7
51383,repugnaba ,107,0.7
51384,resoplando ,107,0.7
51385,restrictivos,107,0.7
51386,retintín,107,0.7
51387,retoño,107,0.7
51388,revestidos,107,0.7
51389,riadas,107,0.7
51390,rojiblanca,107,0.7
51391,rotatorio,107,0.7
51392,rutilantes,107,0.7
51393,sai,107,0.7
51394,salobre,107,0.7
51395,sanguinaria,107,0.7
51396,scaramouche  ,107,0.7
51397,señalaremos ,107,0.7
51398,señoríos,107,0.7
51399,sensacionalistas,107,0.7
51400,sensu ,107,0.7
51401,sepsis,107,0.7
51402,sergetti,107,0.7
51403,sica,107,0.7
51404,situarla,107,0.7
51405,sobrevida,107,0.7
51406,solucionará,107,0.7
51407,soraya ,107,0.7
51408,sorbiendo,107,0.7
51409,sordomudos  ,107,0.7
51410,stockhausen ,107,0.7
51411,taberner,107,0.7
51412,teleobjetivo,107,0.7
51413,terence,107,0.7
51414,tísico,107,0.7
51415,tlalpan,107,0.7
51416,toa,107,0.7
51417,todopoderosa ,107,0.7
51418,tomaste ,107,0.7
51419,torpedero,107,0.7
51420,tragué,107,0.7
51421,traqueteo,107,0.7
51422,trémulo,107,0.7
51423,turbulentos,107,0.7
51424,unipersonales,107,0.7
51425,usaremos  ,107,0.7
51426,valerosos,107,0.7
51427,verídica,107,0.7
51428,véronique,107,0.7
51429,volcados,107,0.7
51430,volonté,107,0.7
51431,waterloo,107,0.7
51432,welter,107,0.7
51433,yanel,107,0.7
51434,zancadilla,107,0.7
51435,abdula,106,0.69
51436,acarician,106,0.69
51437,aclarada,106,0.69
51438,acompasado  ,106,0.69
51439,adopciones ,106,0.69
51440,aferencias,106,0.69
51441,afrontando,106,0.69
51442,aguerridos,106,0.69
51443,amara ,106,0.69
51444,amenidad ,106,0.69
51445,ampliadas ,106,0.69
51446,antimperialista,106,0.69
51447,apartes,106,0.69
51448,apegados ,106,0.69
51449,aperturista,106,0.69
51450,apolinar,106,0.69
51451,aprehendidos ,106,0.69
51452,arroje,106,0.69
51453,atrayentes,106,0.69
51454,atrocidad,106,0.69
51455,att,106,0.69
51456,bailaora,106,0.69
51457,bajonazo ,106,0.69
51458,bardas ,106,0.69
51459,baremos ,106,0.69
51460,basquetbol ,106,0.69
51461,belladona,106,0.69
51462,bidón,106,0.69
51463,bife,106,0.69
51464,bolsón,106,0.69
51465,bombona  ,106,0.69
51466,botto,106,0.69
51467,brahma ,106,0.69
51468,brigadistas,106,0.69
51469,brindada,106,0.69
51470,cadmio ,106,0.69
51471,calcinada,106,0.69
51472,call,106,0.69
51473,cambiadas  ,106,0.69
51474,candilejas,106,0.69
51475,card,106,0.69
51476,carecería,106,0.69
51477,cavas ,106,0.69
51478,cet,106,0.69
51479,chupaba ,106,0.69
51480,ciruelo,106,0.69
51481,cofres,106,0.69
51482,combatividad ,106,0.69
51483,comparecido ,106,0.69
51484,concurridos,106,0.69
51485,conectaron ,106,0.69
51486,considerase ,106,0.69
51487,consultaron,106,0.69
51488,contracturas,106,0.69
51489,corazonada ,106,0.69
51490,crines,106,0.69
51491,cuadrantes ,106,0.69
51492,cuidarme ,106,0.69
51493,culebrones ,106,0.69
51494,danzante ,106,0.69
51495,debilitados,106,0.69
51496,decoroso ,106,0.69
51497,demolido ,106,0.69
51498,desaprensivos ,106,0.69
51499,descamisados  ,106,0.69
51500,descoordinación ,106,0.69
51501,desembarcado  ,106,0.69
51502,desfilado,106,0.69
51503,desgravaciones ,106,0.69
51504,despoblado ,106,0.69
51505,desprotegido,106,0.69
51506,desta,106,0.69
51507,devueltas,106,0.69
51508,diada,106,0.69
51509,dialécticas,106,0.69
51510,distinguí,106,0.69
51511,dominarlo,106,0.69
51512,egocentrismo ,106,0.69
51513,ejecutante,106,0.69
51514,embiste ,106,0.69
51515,empalizada ,106,0.69
51516,entronización,106,0.69
51517,erosiones,106,0.69
51518,escondites ,106,0.69
51519,esquelas ,106,0.69
51520,esquiadores ,106,0.69
51521,estalle,106,0.69
51522,estatuaria,106,0.69
51523,esterlina,106,0.69
51524,estropajo,106,0.69
51525,exiliarse,106,0.69
51526,exponerle,106,0.69
51527,falangismo,106,0.69
51528,figurantes,106,0.69
51529,filemón,106,0.69
51530,finalizan,106,0.69
51531,finitos,106,0.69
51532,flyn,106,0.69
51533,fraccionada,106,0.69
51534,frotarse,106,0.69
51535,fume ,106,0.69
51536,ganglio,106,0.69
51537,garantizarán,106,0.69
51538,gaveta,106,0.69
51539,geopolítico,106,0.69
51540,golear,106,0.69
51541,golosina,106,0.69
51542,grancanaria,106,0.69
51543,guardapolvo,106,0.69
51544,guayabas ,106,0.69
51545,halabí,106,0.69
51546,heller,106,0.69
51547,hereford,106,0.69
51548,hipercolesterolemia,106,0.69
51549,homogeneizar  ,106,0.69
51550,hta,106,0.69
51551,huallaga,106,0.69
51552,huguet ,106,0.69
51553,humanísticas ,106,0.69
51554,implicando,106,0.69
51555,incendiados ,106,0.69
51556,ineludiblemente,106,0.69
51557,ínfimas,106,0.69
51558,inhumanas  ,106,0.69
51559,insultando,106,0.69
51560,intelhorce,106,0.69
51561,interceptó,106,0.69
51562,intersectorial,106,0.69
51563,introducimos,106,0.69
51564,inundando ,106,0.69
51565,inválida,106,0.69
51566,it's,106,0.69
51567,jaquecas ,106,0.69
51568,jeeps,106,0.69
51569,jirafa,106,0.69
51570,jocosa,106,0.69
51571,kai,106,0.69
51572,kenya ,106,0.69
51573,kiss,106,0.69
51574,korsakov ,106,0.69
